[[(2.0064744719410026, 2.101604497819959), (0.00038509604584085035, 2.1064656350411526), (0.0005446423300984971, 1.8079492627411193), (2.007846911196081, 1.8001999580859622)], [(2.0021420776889833, 0.30221852059434323), (0.004522861271521401, 0.3030903707812568), (0.0009300800115368768, 0.009711411586767048), (2.000973009133666, 0.00019773213988619754)]]timestamp position0 velocity0 radius0 heading0 goal pref_speed theta position1 velocity1 radius1 heading1 position2 velocity2 radius2 heading2 position3 velocity3 radius3 heading3 position4 velocity4 radius4 heading4 position5 velocity5 radius5 heading5 position6 velocity6 radius6 heading6 
32.5 (3.869107484817505,2.9901609420776367) (0.07623419165611267,0.05748317390680313) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.6460778856432476 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654804900288582) (2.514417474230868e-07,-1.804610905153936e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
32.75 (3.8879234790802,3.004237651824951) (0.07526388019323349,0.05630652606487274) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.6422977768540288 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654804900288582) (2.514417474230868e-07,-1.804610905153936e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
33.0 (3.906438112258911,3.017953872680664) (0.07405836135149002,0.05486517399549484) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.637610948075329 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654804900288582) (2.514417474230868e-07,-1.804610905153936e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
33.25 (3.9246249198913574,3.0312798023223877) (0.07274724543094635,0.053303807973861694) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.6323538662243684 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654804900288582) (2.514417474230868e-07,-1.804610905153936e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
33.5 (3.9425203800201416,3.0442569255828857) (0.07158192247152328,0.05190890282392502) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.6274181491094212 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654804900288582) (2.514417474230868e-07,-1.804610905153936e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
33.75 (3.960163116455078,3.0569310188293457) (0.07057137787342072,0.05069631338119507) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.6229482821146054 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654804900288582) (2.514417474230868e-07,-1.804610905153936e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
34.0 (3.97757625579834,3.0693302154541016) (0.0696529820561409,0.04959659278392792) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.6187692952185926 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654804900288582) (2.514417474230868e-07,-1.804610905153936e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
34.25 (3.9947690963745117,3.081465244293213) (0.06877143681049347,0.04854001849889755) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.6146190335163221 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654804900288582) (2.514417474230868e-07,-1.804610905153936e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
34.5 (4.011782646179199,3.093384027481079) (0.06805390119552612,0.04767518490552902) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.6110952372680686 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654804900288582) (2.514417474230868e-07,-1.804610905153936e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
34.75 (4.028656005859375,3.105133295059204) (0.06749369204044342,0.04699711501598358) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.6082509692161049 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654804900288582) (2.514417474230868e-07,-1.804610905153936e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
35.0 (4.045419692993164,3.1167492866516113) (0.06705440580844879,0.04646431654691696) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.605968315577681 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654804900288582) (2.514417474230868e-07,-1.804610905153936e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
35.25 (4.06209659576416,3.128260374069214) (0.06670841574668884,0.04604464769363403) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.6041438327749468 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654804900288582) (2.514417474230868e-07,-1.804610905153936e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
35.5 (4.078710556030273,3.1396939754486084) (0.06645546108484268,0.04573483765125275) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.6027644557245555 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654804900288582) (2.514417474230868e-07,-1.804610905153936e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
35.75 (4.095274925231934,3.151067018508911) (0.06625737994909286,0.04549214988946915) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.6016742339043829 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654804900288582) (2.514417474230868e-07,-1.804610905153936e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
36.0 (4.1117329597473145,3.1622090339660645) (0.06583131849765778,0.04456845670938492) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.5951291861038907 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654804900288582) (2.514417474230868e-07,-1.804610905153936e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
36.25 (4.128154754638672,3.173304796218872) (0.06568774580955505,0.04438280314207077) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.5942052493254928 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654804900288582) (2.514417474230868e-07,-1.804610905153936e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
36.5 (4.144369602203369,3.1841540336608887) (0.06485973298549652,0.04339657723903656) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.5896739308919435 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654804900288582) (2.514417474230868e-07,-1.804610905153936e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
36.75 (4.160556793212891,3.1949663162231445) (0.06474950909614563,0.04324904829263687) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.588886413360096 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654804900288582) (2.514417474230868e-07,-1.804610905153936e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
37.0 (4.176689147949219,3.2057101726531982) (0.0645284652709961,0.042975544929504395) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.587536489996309 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654804900288582) (2.514417474230868e-07,-1.804610905153936e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
37.25 (4.192791938781738,3.2164177894592285) (0.06441029161214828,0.04283049702644348) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.5868226050286632 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654804900288582) (2.514417474230868e-07,-1.804610905153936e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
37.5 (4.208857536315918,3.2270712852478027) (0.06426176428794861,0.04261358827352524) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.5855467339093543 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654804900288582) (2.514417474230868e-07,-1.804610905153936e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
37.75 (4.224889755249023,3.237675905227661) (0.0641290694475174,0.042418934404850006) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.5843906239382209 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654804900288582) (2.514417474230868e-07,-1.804610905153936e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
38.0 (4.240716457366943,3.2480781078338623) (0.06330588459968567,0.04160896688699722) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.5814679620948658 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654804900288582) (2.514417474230868e-07,-1.804610905153936e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
38.25 (4.256418704986572,3.2583365440368652) (0.0628097727894783,0.04103337228298187) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.5786887678826462 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654804900288582) (2.514417474230868e-07,-1.804610905153936e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
38.5 (4.271826267242432,3.2681944370269775) (0.06163018196821213,0.03943203389644623) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.5691833074367477 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654804900288582) (2.514417474230868e-07,-1.804610905153936e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
38.75 (4.28720760345459,3.2779226303100586) (0.061524778604507446,0.03891286998987198) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.5639563802388964 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654804900288582) (2.514417474230868e-07,-1.804610905153936e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
39.0 (4.302567005157471,3.28759503364563) (0.061437640339136124,0.038689419627189636) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.5619968661314956 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654804900288582) (2.514417474230868e-07,-1.804610905153936e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
39.25 (4.3179144859313965,3.2972350120544434) (0.061390332877635956,0.03856036067008972) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.5608381859928674 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654804900288582) (2.514417474230868e-07,-1.804610905153936e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
39.5 (4.333248138427734,3.3068437576293945) (0.061335302889347076,0.03843533247709274) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.559779859049607 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654804900288582) (2.514417474230868e-07,-1.804610905153936e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
39.75 (4.348567485809326,3.3164196014404297) (0.0612766295671463,0.03830338269472122) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.5586637304715422 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654804900288582) (2.514417474230868e-07,-1.804610905153936e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
40.0 (4.3638715744018555,3.3259618282318115) (0.06121595576405525,0.03816935420036316) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.5575341196427596 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654804900288582) (2.514417474230868e-07,-1.804610905153936e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
40.25 (4.3791608810424805,3.3354713916778564) (0.0611579492688179,0.03803788125514984) 0.2199999988079071 0.1458798393392846 (5.4010889949477,0.9809771512762848) 2.0 0.5564112406285299 (3.330842971801758,0.03548143804073334) (4.4244930563763774e-07,-7.017329384240156e-09) 0.15635640919208527 0.35764088938443117 (3.8533761501312256,0.008654804900288582) (2.514417474230868e-07,-1.804610905153936e-09) 0.14137858152389526 -0.10781594814733148 (3.421163558959961,1.866890549659729) (2.517023176551447e-07,1.3181116287341865e-07) 0.1963244080543518 0.027546156738505467 (4.093162536621094,2.18030047416687) (-7.643561161785328e-07,-3.6083787335883244e-07) 0.16506817936897278 -0.36652612026507486 (2.0064744719410026,2.101604497819959) (0,0) 1e-07 0.1458798393392846 (2.0021420776889833,0.30221852059434323) (0,0) 1e-07 0.1458798393392846 
